485,191,856,191,856,249,485,249
843,191,1118,191,1118,249,843,249
281,281,498,281,498,338,281,338
511,287,581,287,581,338,511,338
702,281,760,281,760,338,702,338
1015,281,1207,281,1207,338,1015,338
1201,287,1252,287,1252,332,1201,332
575,293,626,293,626,332,575,332
664,293,715,293,715,338,664,338
843,293,983,293,983,338,843,338
983,293,1028,293,1028,332,983,332
1252,293,1335,293,1335,332,1252,332
696,376,741,376,741,415,696,415
734,376,805,376,805,421,734,421
868,370,920,370,920,421,868,421
830,383,868,383,868,421,830,421
376,453,504,453,504,511,376,511
300,466,351,466,351,511,300,511
345,466,389,466,389,504,345,504
491,460,696,460,696,511,491,511
690,466,753,466,753,511,690,511
760,466,843,466,843,511,760,511
836,466,964,466,964,517,836,517
951,460,1079,460,1079,511,951,511
1073,466,1156,466,1156,511,1073,511
1143,460,1233,460,1233,511,1143,511
1226,466,1271,466,1271,511,1226,511
1296,466,1386,466,1386,511,1296,511
230,543,313,543,313,587,230,587
300,536,389,536,389,594,300,594
376,536,466,536,466,587,376,587
485,536,613,536,613,594,485,594
600,536,773,536,773,594,600,594
773,543,805,543,805,594,773,594
805,543,945,543,945,587,805,587
1035,543,1079,543,1079,594,1035,594
1073,543,1118,543,1118,587,1073,587
1143,536,1328,536,1328,594,1143,594
958,549,996,549,996,594,958,594
990,549,1041,549,1041,594,990,594
223,613,313,613,313,670,223,670
338,613,428,613,428,664,338,664
421,619,466,619,466,664,421,664
460,619,696,619,696,670,460,670
817,619,849,619,849,670,817,670
1181,619,1380,619,1380,670,1181,670
306,626,351,626,351,670,306,670
690,619,734,619,734,664,690,664
721,619,773,619,773,670,721,670
773,626,811,626,811,670,773,670
843,619,932,619,932,670,843,670
945,626,1073,626,1073,670,945,670
1066,626,1111,626,1111,670,1066,670
1098,619,1150,619,1150,670,1098,670
1137,619,1188,619,1188,670,1137,670
300,690,351,690,351,741,300,741
600,690,683,690,683,741,600,741
223,702,313,702,313,747,223,747
338,696,466,696,466,747,338,747
460,702,504,702,504,741,460,741
517,696,606,696,606,747,517,747
683,702,721,702,721,747,683,747
728,702,747,702,747,741,728,741
747,696,843,696,843,747,747,747
836,702,990,702,990,747,836,747
983,696,1111,696,1111,747,983,747
1105,702,1150,702,1150,747,1105,747
1150,702,1226,702,1226,747,1150,747
1213,696,1380,696,1380,747,1213,747
223,766,274,766,274,817,223,817
332,766,785,766,785,824,332,824
268,779,325,779,325,824,268,824
785,773,951,773,951,824,785,824
945,773,1111,773,1111,824,945,824
1105,779,1233,779,1233,824,1105,824
1226,779,1252,779,1252,817,1226,817
1258,779,1380,779,1380,817,1258,817
223,843,313,843,313,900,223,900
300,839,519,850,517,905,298,894
562,932,721,932,721,983,562,983
717,927,840,936,836,985,713,976
913,932,951,932,951,983,913,983
945,932,1035,932,1035,983,945,983
1028,932,1079,932,1079,983,1028,983
1105,932,1265,932,1265,983,1105,983
1253,920,1389,930,1385,986,1249,976
370,939,428,939,428,977,370,977
440,939,562,939,562,977,440,977
836,939,875,939,875,983,836,983
868,939,920,939,920,983,868,983
230,1009,306,1009,306,1054,230,1054
300,1003,428,1003,428,1054,300,1054
