415,1003,504,1003,504,1060,415,1060
498,1009,543,1009,543,1054,498,1054
543,1009,581,1009,581,1054,543,1054
875,1009,958,1009,958,1054,875,1054
949,1012,1110,1004,1113,1054,952,1062
1098,1003,1188,1003,1188,1060,1098,1060
1176,996,1382,1005,1379,1062,1173,1053
638,1015,683,1015,683,1060,638,1060
677,1015,721,1015,721,1060,677,1060
721,1015,760,1015,760,1054,721,1054
753,1009,836,1009,836,1060,753,1060
836,1015,875,1015,875,1060,836,1060
224,1082,467,1089,465,1137,222,1130
785,1086,836,1086,836,1130,785,1130
824,1079,913,1079,913,1137,824,1137
907,1086,1143,1086,1143,1137,907,1137
1143,1086,1265,1086,1265,1130,1143,1130
1258,1086,1309,1086,1309,1137,1258,1137
466,1092,504,1092,504,1137,466,1137
498,1086,549,1086,549,1130,498,1130
536,1086,626,1086,626,1137,536,1137
651,1086,747,1086,747,1137,651,1137
1303,1092,1341,1092,1341,1137,1303,1137
1341,1092,1380,1092,1380,1130,1341,1130
223,1156,313,1156,313,1213,223,1213
376,1162,421,1162,421,1213,376,1213
421,1162,670,1162,670,1213,421,1213
951,1156,1079,1156,1079,1213,951,1213
1095,1160,1225,1151,1229,1207,1099,1216
306,1169,370,1169,370,1213,306,1213
677,1162,728,1162,728,1207,677,1207
715,1162,805,1162,805,1213,715,1213
798,1162,920,1162,920,1213,798,1213
913,1169,964,1169,964,1213,913,1213
1213,1162,1386,1162,1386,1213,1213,1213
223,1233,543,1233,543,1290,223,1290
537,1237,704,1246,701,1296,534,1287
990,1233,1118,1233,1118,1290,990,1290
702,1245,734,1245,734,1290,702,1290
728,1239,836,1239,836,1290,728,1290
836,1239,888,1239,888,1290,836,1290
881,1245,926,1245,926,1290,881,1290
920,1245,964,1245,964,1290,920,1290
1111,1245,1213,1245,1213,1290,1111,1290
1213,1239,1386,1239,1386,1290,1213,1290
223,1316,313,1316,313,1367,223,1367
313,1322,345,1322,345,1367,313,1367
338,1316,389,1316,389,1360,338,1360
376,1316,543,1316,543,1367,376,1367
568,1322,613,1322,613,1367,568,1367
600,1316,734,1316,734,1367,600,1367
721,1316,849,1316,849,1373,721,1373
881,1316,1041,1316,1041,1373,881,1373
1035,1322,1098,1322,1098,1367,1035,1367
1098,1316,1386,1316,1386,1367,1098,1367
223,1392,313,1392,313,1443,223,1443
300,1392,351,1392,351,1443,300,1443
345,1392,479,1392,479,1443,345,1443
498,1399,600,1399,600,1443,498,1443
606,1399,773,1399,773,1450,606,1450
792,1392,881,1392,881,1450,792,1450
868,1392,958,1392,958,1450,868,1450
951,1392,1079,1392,1079,1443,951,1443
1066,1392,1156,1392,1156,1443,1066,1443
1175,1392,1226,1392,1226,1443,1175,1443
1221,1396,1388,1405,1385,1452,1218,1443
236,1475,268,1475,268,1514,236,1514
261,1469,351,1469,351,1526,261,1526
338,1469,428,1469,428,1520,338,1520
428,1475,466,1475,466,1520,428,1520
472,1469,562,1469,562,1526,472,1526
747,1469,836,1469,836,1526,747,1526
824,1469,875,1469,875,1526,824,1526
1009,1475,1054,1475,1054,1526,1009,1526
1047,1475,1092,1475,1092,1520,1047,1520
1079,1469,1284,1469,1284,1526,1079,1526
1322,1475,1392,1475,1392,1520,1322,1520
555,1482,677,1482,677,1526,555,1526
677,1482,760,1482,760,1526,677,1526
888,1482,1015,1482,1015,1526,888,1526
1277,1482,1328,1482,1328,1526,1277,1526
338,1546,428,1546,428,1597,338,1597
415,1546,466,1546,466,1597,415,1597
491,1546,702,1546,702,1603,491,1603
230,1558,274,1558,274,1597,230,1597
268,1558,332,1558,332,1603,268,1603
696,1558,734,1558,734,1603,696,1603
728,1558,811,1558,811,1603,728,1603
805,1558,868,1558,868,1603,805,1603
1003,1558,1047,1558,1047,1603,1003,1603
1086,1558,1118,1558,1118,1597,1086,1597
1118,1552,1284,1552,1284,1603,1118,1603
1290,1558,1360,1558,1360,1597,1290,1597
964,1565,1009,1565,1009,1603,964,1603
230,1629,313,1629,313,1673,230,1673
300,1622,351,1622,351,1673,300,1673
351,1629,466,1629,466,1680,351,1680
466,1635,498,1635,498,1673,466,1673
498,1635,543,1635,543,1673,498,1673
530,1629,581,1629,581,1673,530,1673
575,1635,626,1635,626,1680,575,1680
619,1635,658,1635,658,1680,619,1680
651,1635,741,1635,741,1680,651,1680
728,1629,817,1629,817,1680,728,1680
811,1635,868,1635,868,1680,811,1680
881,1635,1041,1635,1041,1680,881,1680
1028,1629,1118,1629,1118,1680,1028,1680
1118,1635,1156,1635,1156,1680,1118,1680
1150,1635,1213,1635,1213,1680,1150,1680
1220,1635,1386,1635,1386,1680,1220,1680
268,1705,313,1705,313,1750,268,1750
300,1699,428,1699,428,1756,300,1756
568,1699,728,1699,728,1756,568,1756
951,1699,1079,1699,1079,1756,951,1756
230,1712,274,1712,274,1756,230,1756
421,1705,485,1705,485,1756,421,1756
491,1712,543,1712,543,1756,491,1756
753,1705,849,1705,849,1756,753,1756
836,1705,964,1705,964,1756,836,1756
1079,1712,1118,1712,1118,1756,1079,1756
1137,1705,1188,1705,1188,1756,1137,1756
1181,1712,1386,1712,1386,1756,1181,1756
230,1788,313,1788,313,1833,230,1833
306,1788,351,1788,351,1833,306,1833
345,1788,408,1788,408,1833,345,1833
415,1788,460,1788,460,1833,415,1833
447,1782,543,1782,543,1833,447,1833
536,1788,575,1788,575,1833,536,1833
562,1782,734,1782,734,1833,562,1833
734,1788,766,1788,766,1833,734,1833
766,1788,805,1788,805,1833,766,1833
798,1782,888,1782,888,1833,798,1833
875,1782,964,1782,964,1840,875,1840
964,1788,1003,1788,1003,1833,964,1833
1003,1788,1028,1788,1028,1827,1003,1827
1041,1788,1079,1788,1079,1833,1041,1833
1066,1782,1194,1782,1194,1833,1066,1833
1194,1788,1226,1788,1226,1840,1194,1840
1233,1788,1328,1788,1328,1833,1233,1833
1335,1788,1386,1788,1386,1833,1335,1833
230,1865,370,1865,370,1910,230,1910
370,1859,498,1859,498,1910,370,1910
491,1859,555,1859,555,1910,491,1910
555,1859,645,1859,645,1916,555,1916
638,1859,728,1859,728,1916,638,1916
728,1865,766,1865,766,1910,728,1910
753,1859,849,1859,849,1910,753,1910
843,1865,881,1865,881,1910,843,1910
875,1859,939,1859,939,1910,875,1910
945,1859,1035,1859,1035,1916,945,1916
1022,1859,1111,1859,1111,1910,1022,1910
1098,1859,1265,1859,1265,1910,1098,1910
1265,1865,1303,1865,1303,1910,1265,1910
1296,1865,1386,1865,1386,1916,1296,1916
230,1942,274,1942,274,1980,230,1980
261,1935,351,1935,351,1986,261,1986
351,1942,402,1942,402,1980,351,1980
421,1942,453,1942,453,1980,421,1980
453,1942,498,1942,498,1986,453,1986
530,1942,619,1942,619,1986,530,1986
613,1942,651,1942,651,1986,613,1986
645,1935,811,1935,811,1986,645,1986
798,1935,926,1935,926,1993,798,1993
951,1935,1022,1935,1022,1993,951,1993
1028,1942,1194,1942,1194,1993,1028,1993
1188,1942,1226,1942,1226,1986,1188,1986
1213,1935,1341,1935,1341,1986,1213,1986
498,1948,536,1948,536,1986,498,1986
920,1948,964,1948,964,1986,920,1986
