301,217,429,217,429,262,301,262
417,207,510,218,504,273,411,262
493,211,621,211,621,262,493,262
616,213,765,226,761,274,612,261
935,211,1063,211,1063,269,935,269
1063,217,1108,217,1108,262,1063,262
1108,217,1140,217,1140,269,1108,269
1217,217,1261,217,1261,262,1217,262
1256,215,1385,223,1382,270,1253,262
768,217,864,217,864,269,768,269
864,224,909,224,909,269,864,269
1133,217,1223,217,1223,269,1133,269
230,294,269,294,269,339,230,339
269,294,518,294,518,339,269,339
525,288,730,288,730,339,525,339
717,288,845,288,845,339,717,339
871,294,1031,294,1031,345,871,345
1063,288,1146,288,1146,339,1063,339
1146,294,1185,294,1185,339,1146,339
1179,293,1384,300,1382,346,1177,339
1024,301,1076,301,1076,345,1024,345
217,365,512,365,512,422,217,422
531,365,698,365,698,422,531,422
698,371,743,371,743,416,698,416
730,365,819,365,819,416,730,416
903,365,1069,365,1069,422,903,422
1095,365,1185,365,1185,422,1095,422
1178,371,1319,371,1319,416,1178,416
813,377,858,377,858,422,813,422
851,371,903,371,903,422,851,422
1069,377,1108,377,1108,422,1069,422
224,441,467,441,467,499,224,499
486,441,570,441,570,499,486,499
563,441,851,441,851,499,563,499
1146,448,1185,448,1185,499,1146,499
839,448,1018,448,1018,499,839,499
1018,448,1108,448,1108,499,1018,499
1108,454,1146,454,1146,499,1108,499
1178,454,1306,454,1306,499,1178,499
1293,448,1383,448,1383,499,1293,499
224,518,352,518,352,576,224,576
345,518,429,518,429,576,345,576
416,518,506,518,506,576,416,576
500,513,700,520,697,577,497,570
915,518,1204,518,1204,576,915,576
691,531,775,531,775,576,691,576
775,525,928,525,928,576,775,576
1217,525,1345,525,1345,576,1217,576
1332,525,1383,525,1383,576,1332,576
217,595,352,595,352,653,217,653
339,595,390,595,390,646,339,646
390,602,429,602,429,653,390,653
422,602,506,602,506,646,422,646
531,608,614,608,614,653,531,653
602,602,691,602,691,653,602,653
685,608,730,608,730,653,685,653
723,608,768,608,768,653,723,653
762,602,864,602,864,653,762,653
871,608,999,608,999,659,871,659
992,608,1031,608,1031,653,992,653
1024,602,1153,602,1153,653,1024,653
1140,602,1229,602,1229,653,1140,653
1217,602,1345,602,1345,659,1217,659
224,678,313,678,313,730,224,730
339,678,429,678,429,730,339,730
416,678,582,678,582,730,416,730
570,678,621,678,621,730,570,730
608,678,659,678,659,730,608,730
646,678,755,678,755,730,646,730
768,678,851,678,851,730,768,730
845,678,928,678,928,730,845,730
1037,678,1185,678,1185,730,1037,730
1197,685,1236,685,1236,730,1197,730
1236,685,1319,685,1319,730,1236,730
1313,685,1377,685,1377,736,1313,736
922,685,967,685,967,730,922,730
960,691,1044,691,1044,736,960,736
224,755,313,755,313,807,224,807
301,755,352,755,352,807,301,807
345,762,409,762,409,807,345,807
422,762,499,762,499,807,422,807
493,762,614,762,614,807,493,807
602,755,653,755,653,807,602,807
640,755,768,755,768,807,640,807
800,762,864,762,864,813,800,813
871,762,960,762,960,813,871,813
1185,762,1390,762,1390,813,1185,813
768,768,807,768,807,807,768,807
948,762,992,762,992,807,948,807
992,768,1108,768,1108,813,992,813
1108,768,1153,768,1153,813,1108,813
1146,768,1185,768,1185,813,1146,813
230,845,269,845,269,883,230,883
345,909,474,909,474,954,345,954
480,915,582,915,582,960,480,960
570,909,666,909,666,960,570,960
659,915,698,915,698,960,659,960
698,915,781,915,781,960,698,960
768,909,858,909,858,960,768,960
845,909,1056,909,1056,967,845,967
301,999,429,999,429,1050,301,1050
416,999,467,999,467,1050,416,1050
461,1005,512,1005,512,1050,461,1050
531,1005,582,1005,582,1050,531,1050
576,1005,659,1005,659,1050,576,1050
839,999,922,999,922,1050,839,1050
1044,1005,1076,1005,1076,1056,1044,1056
1063,999,1197,999,1197,1056,1063,1056
685,1012,730,1012,730,1050,685,1050
723,1012,768,1012,768,1050,723,1050
762,1012,851,1012,851,1050,762,1050
915,1005,1037,1005,1037,1056,915,1056
1185,1005,1236,1005,1236,1056,1185,1056
1223,1005,1274,1005,1274,1056,1223,1056
1261,1005,1325,1005,1325,1056,1261,1056
1345,1012,1383,1012,1383,1050,1345,1050
230,1082,294,1082,294,1127,230,1127
294,1076,422,1076,422,1127,294,1127
409,1076,461,1076,461,1127,409,1127
448,1076,499,1076,499,1127,448,1127
493,1082,563,1082,563,1127,493,1127
570,1076,691,1076,691,1133,570,1133
691,1082,775,1082,775,1127,691,1127
