807,1082,928,1082,928,1133,807,1133
915,1076,1082,1076,1082,1133,915,1133
1185,1082,1306,1082,1306,1133,1185,1133
768,1088,807,1088,807,1133,768,1133
1076,1088,1140,1088,1140,1127,1076,1127
1140,1082,1191,1082,1191,1133,1140,1133
1300,1088,1351,1088,1351,1133,1300,1133
224,1153,313,1153,313,1204,224,1204
301,1153,390,1153,390,1204,301,1204
384,1159,474,1159,474,1204,384,1204
480,1153,800,1153,800,1210,480,1210
871,1153,1037,1153,1037,1210,871,1210
1178,1153,1268,1153,1268,1210,1178,1210
800,1165,839,1165,839,1210,800,1210
839,1165,883,1165,883,1204,839,1204
1031,1165,1191,1165,1191,1210,1031,1210
1255,1159,1383,1159,1383,1210,1255,1210
224,1229,294,1229,294,1287,224,1287
294,1229,390,1229,390,1281,294,1281
416,1229,506,1229,506,1281,416,1281
493,1229,621,1229,621,1281,493,1281
614,1229,704,1229,704,1287,614,1287
390,1242,429,1242,429,1281,390,1281
704,1249,736,1249,736,1287,704,1287
301,1306,429,1306,429,1357,301,1357
422,1313,544,1313,544,1357,422,1357
531,1306,698,1306,698,1364,531,1364
685,1313,743,1313,743,1364,685,1364
736,1319,775,1319,775,1364,736,1364
768,1313,819,1313,819,1364,768,1364
819,1319,851,1319,851,1370,819,1370
883,1313,935,1313,935,1364,883,1364
967,1319,999,1319,999,1364,967,1364
992,1313,1120,1313,1120,1370,992,1370
1114,1313,1338,1313,1338,1370,1114,1370
1338,1319,1390,1319,1390,1364,1338,1364
230,1390,352,1390,352,1441,230,1441
390,1390,506,1390,506,1441,390,1441
499,1396,666,1396,666,1441,499,1441
653,1390,717,1390,717,1441,653,1441
723,1396,762,1396,762,1434,723,1434
749,1390,800,1390,800,1441,749,1441
794,1390,883,1390,883,1441,794,1441
941,1390,1037,1390,1037,1447,941,1447
1069,1396,1377,1396,1377,1441,1069,1441
1037,1402,1076,1402,1076,1441,1037,1441
224,1460,313,1460,313,1518,224,1518
301,1460,352,1460,352,1511,301,1511
345,1466,429,1466,429,1511,345,1511
429,1473,467,1473,467,1518,429,1518
467,1473,563,1473,563,1518,467,1518
576,1473,698,1473,698,1518,576,1518
685,1466,813,1466,813,1518,685,1518
813,1473,935,1473,935,1524,813,1524
928,1473,1005,1473,1005,1524,928,1524
999,1466,1127,1466,1127,1518,999,1518
1120,1479,1185,1479,1185,1518,1120,1518
1197,1479,1377,1479,1377,1524,1197,1524
230,1543,275,1543,275,1594,230,1594
262,1537,313,1537,313,1588,262,1588
313,1550,352,1550,352,1594,313,1594
339,1543,390,1543,390,1594,339,1594
390,1550,429,1550,429,1594,390,1594
448,1550,531,1550,531,1594,448,1594
531,1550,570,1550,570,1594,531,1594
563,1543,646,1543,646,1594,563,1594
640,1550,730,1550,730,1594,640,1594
723,1550,762,1550,762,1594,723,1594
755,1543,877,1543,877,1594,755,1594
948,1543,999,1543,999,1594,948,1594
992,1550,1031,1550,1031,1601,992,1601
1024,1543,1191,1543,1191,1594,1024,1594
871,1550,960,1550,960,1601,871,1601
1178,1550,1306,1550,1306,1601,1178,1601
1300,1556,1390,1556,1390,1601,1300,1601
230,1627,403,1627,403,1671,230,1671
403,1620,454,1620,454,1671,403,1671
454,1627,486,1627,486,1665,454,1665
486,1627,723,1627,723,1678,486,1678
717,1627,755,1627,755,1671,717,1671
755,1627,839,1627,839,1671,755,1671
928,1620,1018,1620,1018,1678,928,1678
1005,1620,1056,1620,1056,1671,1005,1671
1044,1620,1133,1620,1133,1678,1044,1678
839,1633,877,1633,877,1678,839,1678
1120,1627,1249,1627,1249,1678,1120,1678
1249,1633,1287,1633,1287,1678,1249,1678
1274,1627,1370,1627,1370,1678,1274,1678
224,1697,352,1697,352,1748,224,1748
339,1697,390,1697,390,1748,339,1748
384,1697,467,1697,467,1748,384,1748
454,1697,544,1697,544,1755,454,1755
602,1697,730,1697,730,1755,602,1755
544,1710,602,1710,602,1755,544,1755
723,1703,775,1703,775,1755,723,1755
768,1710,813,1710,813,1748,768,1748
800,1703,890,1703,890,1748,800,1748
883,1710,1005,1710,1005,1755,883,1755
992,1703,1082,1703,1082,1755,992,1755
1076,1710,1133,1710,1133,1755,1076,1755
1140,1703,1191,1703,1191,1755,1140,1755
1185,1710,1306,1710,1306,1755,1185,1755
1300,1716,1345,1716,1345,1761,1300,1761
224,1767,313,1767,313,1825,224,1825
313,1780,352,1780,352,1819,313,1819
345,1780,467,1780,467,1825,345,1825
467,1780,506,1780,506,1825,467,1825
538,1780,576,1780,576,1819,538,1819
570,1774,659,1774,659,1825,570,1825
659,1780,698,1780,698,1825,659,1825
691,1780,896,1780,896,1831,691,1831
915,1774,1197,1774,1197,1831,915,1831
890,1787,922,1787,922,1825,890,1825
1191,1787,1255,1787,1255,1825,1191,1825
1261,1787,1390,1787,1390,1831,1261,1831
217,1851,352,1851,352,1902,217,1902
339,1851,582,1851,582,1908,339,1908
576,1857,800,1857,800,1908,576,1908
794,1851,1044,1851,1044,1908,794,1908
1031,1851,1120,1851,1120,1908,1031,1908
1114,1864,1274,1864,1274,1908,1114,1908
1268,1864,1332,1864,1332,1908,1268,1908
1345,1870,1390,1870,1390,1908,1345,1908
256,1934,313,1934,313,1979,256,1979
301,1928,352,1928,352,1979,301,1979
454,1934,563,1934,563,1979,454,1979
563,1928,691,1928,691,1979,563,1979
345,1934,409,1934,409,1979,345,1979
422,1940,454,1940,454,1979,422,1979
685,1940,749,1940,749,1985,685,1985
755,1934,883,1934,883,1985,755,1985
877,1940,915,1940,915,1985,877,1985
909,1934,960,1934,960,1985,909,1985
948,1934,999,1934,999,1985,948,1985
986,1934,1037,1934,1037,1985,986,1985
1031,1940,1069,1940,1069,1985,1031,1985
1063,1940,1191,1940,1191,1985,1063,1985
1185,1940,1390,1940,1390,1985,1185,1985
