506,1537,602,1537,602,1594,506,1594
627,1543,800,1543,800,1594,627,1594
1005,1543,1127,1543,1127,1588,1005,1588
1114,1537,1165,1537,1165,1588,1114,1588
1153,1537,1249,1537,1249,1594,1153,1594
1242,1543,1281,1543,1281,1588,1242,1588
1319,1543,1402,1543,1402,1588,1319,1588
281,1550,365,1550,365,1594,281,1594
435,1550,480,1550,480,1588,435,1588
474,1550,518,1550,518,1588,474,1588
851,1543,935,1543,935,1594,851,1594
935,1550,992,1550,992,1594,935,1594
243,1556,288,1556,288,1594,243,1594
896,1620,954,1620,954,1671,896,1671
1076,1614,1402,1614,1402,1671,1076,1671
237,1620,326,1620,326,1671,237,1671
320,1627,365,1627,365,1671,320,1671
365,1627,518,1627,518,1671,365,1671
518,1627,602,1627,602,1671,518,1671
614,1620,711,1620,711,1671,614,1671
704,1627,903,1627,903,1671,704,1671
967,1627,1050,1627,1050,1671,967,1671
1044,1627,1088,1627,1088,1665,1044,1665
589,1697,685,1697,685,1742,589,1742
736,1697,1018,1697,1018,1742,736,1742
1005,1691,1114,1691,1114,1742,1005,1742
1127,1697,1165,1697,1165,1742,1127,1742
1159,1697,1402,1697,1402,1742,1159,1742
243,1703,480,1703,480,1748,243,1748
480,1703,518,1703,518,1748,480,1748
704,1703,743,1703,743,1748,704,1748
614,1767,704,1767,704,1825,614,1825
704,1774,877,1774,877,1825,704,1825
999,1767,1127,1767,1127,1825,999,1825
1114,1767,1210,1767,1210,1825,1114,1825
1197,1767,1281,1767,1281,1825,1197,1825
1274,1774,1402,1774,1402,1819,1274,1819
237,1774,326,1774,326,1825,237,1825
345,1774,474,1774,474,1825,345,1825
499,1774,627,1774,627,1825,499,1825
890,1780,935,1780,935,1819,890,1819
928,1780,1012,1780,1012,1825,928,1825
775,1844,903,1844,903,1902,775,1902
903,1851,941,1851,941,1902,903,1902
1120,1851,1204,1851,1204,1896,1120,1896
1204,1851,1242,1851,1242,1896,1204,1896
1230,1842,1404,1850,1401,1903,1227,1895
243,1857,403,1857,403,1902,243,1902
422,1851,711,1851,711,1902,422,1902
698,1851,787,1851,787,1902,698,1902
928,1851,1063,1851,1063,1902,928,1902
1056,1857,1095,1857,1095,1902,1056,1902
851,1928,896,1928,896,1979,851,1979
1005,1928,1044,1928,1044,1979,1005,1979
1114,1921,1319,1921,1319,1979,1114,1979
237,1928,365,1928,365,1985,237,1985
352,1928,518,1928,518,1979,352,1979
506,1928,691,1928,691,1979,506,1979
691,1928,845,1928,845,1979,691,1979
890,1934,928,1934,928,1979,890,1979
922,1928,1012,1928,1012,1979,922,1979
1044,1934,1127,1934,1127,1979,1044,1979
1313,1934,1402,1934,1402,1979,1313,1979
237,2004,365,2004,365,2062,237,2062
352,2004,486,2004,486,2056,352,2056
