467,204,595,204,595,262,467,262
582,204,678,204,678,262,582,262
672,211,704,211,704,262,672,262
736,204,832,204,832,262,736,262
851,204,941,204,941,262,851,262
941,211,1056,211,1056,262,941,262
243,217,403,217,403,262,243,262
403,217,461,217,461,262,403,262
711,217,749,217,749,262,711,262
1056,217,1095,217,1095,256,1056,256
1088,217,1210,217,1210,262,1088,262
1210,217,1274,217,1274,262,1210,262
1274,211,1402,211,1402,262,1274,262
313,288,365,288,365,339,313,339
352,288,486,288,486,339,352,339
320,365,365,365,365,409,320,409
352,358,480,358,480,409,352,409
550,358,717,358,717,409,550,409
704,358,877,358,877,409,704,409
480,371,518,371,518,409,480,409
525,371,557,371,557,409,525,409
320,454,365,454,365,499,320,499
358,454,403,454,403,499,358,499
397,454,563,454,563,499,397,499
666,448,871,448,871,499,666,499
890,448,986,448,986,506,890,506
980,454,1018,454,1018,506,980,506
1056,454,1095,454,1095,499,1056,499
1095,454,1197,454,1197,506,1095,506
1210,454,1325,454,1325,499,1210,499
1319,448,1402,448,1402,506,1319,506
557,461,595,461,595,499,557,499
602,461,634,461,634,506,602,506
640,461,672,461,672,499,640,499
1018,461,1056,461,1056,499,1018,499
281,531,403,531,403,576,281,576
404,528,504,540,499,588,399,576
518,531,717,531,717,582,518,582
743,525,832,525,832,576,743,576
826,531,967,531,967,582,826,582
973,525,1063,525,1063,582,973,582
1069,531,1101,531,1101,582,1069,582
1089,520,1226,529,1222,585,1085,576
249,538,288,538,288,576,249,576
717,538,749,538,749,582,717,582
1217,538,1383,538,1383,576,1217,576
582,602,711,602,711,659,582,659
743,608,787,608,787,659,743,659
775,602,903,602,903,659,775,659
896,602,1018,602,1018,659,896,659
1114,602,1249,602,1249,659,1114,659
1236,602,1357,602,1357,659,1236,659
243,614,288,614,288,653,243,653
275,608,326,608,326,659,275,659
313,608,365,608,365,659,313,659
358,608,448,608,448,659,358,659
441,614,480,614,480,659,441,659
480,614,525,614,525,653,480,653
538,608,589,608,589,659,538,659
698,608,749,608,749,659,698,659
1018,614,1114,614,1114,659,1018,659
1351,608,1402,608,1402,653,1351,653
390,685,441,685,441,743,390,743
429,685,480,685,480,736,429,736
474,691,602,691,602,736,474,736
595,691,730,691,730,736,595,736
237,698,326,698,326,743,237,743
326,698,384,698,384,736,326,736
310,766,440,757,444,813,314,822
480,768,518,768,518,813,480,813
512,768,640,768,640,813,512,813
634,768,813,768,813,813,634,813
819,762,909,762,909,819,819,819
941,768,986,768,986,813,941,813
986,768,1063,768,1063,813,986,813
1050,762,1101,762,1101,813,1050,813
1095,768,1185,768,1185,807,1095,807
1178,768,1377,768,1377,813,1178,813
441,775,480,775,480,813,441,813
909,775,948,775,948,813,909,813
240,852,364,843,367,889,243,898
358,845,403,845,403,890,358,890
397,839,486,839,486,890,397,890
589,845,672,845,672,890,589,890
819,839,903,839,903,890,819,890
890,839,941,839,941,890,890,890
967,845,1012,845,1012,890,967,890
1005,845,1095,845,1095,890,1005,890
1088,845,1127,845,1127,890,1088,890
1120,839,1402,839,1402,890,1120,890
518,851,557,851,557,890,518,890
550,851,595,851,595,890,550,890
672,851,711,851,711,890,672,890
704,851,768,851,768,890,704,890
237,915,326,915,326,973,237,973
358,922,480,922,480,973,358,973
544,922,672,922,672,973,544,973
666,922,711,922,711,967,666,967
698,915,787,915,787,967,698,967
883,915,941,915,941,973,883,973
928,915,980,915,980,967,928,967
980,922,1012,922,1012,973,980,973
1012,922,1050,922,1050,967,1012,967
1050,915,1133,915,1133,973,1050,973
1127,922,1268,922,1268,967,1127,967
1274,922,1325,922,1325,967,1274,967
1319,922,1364,922,1364,967,1319,967
1357,922,1402,922,1402,967,1357,967
313,922,365,922,365,967,313,967
486,928,518,928,518,967,486,967
787,928,826,928,826,967,787,967
826,928,890,928,890,967,826,967
320,999,480,999,480,1050,320,1050
544,992,634,992,634,1050,544,1050
627,999,666,999,666,1050,627,1050
743,999,826,999,826,1044,743,1044
813,992,864,992,864,1050,813,1050
864,999,890,999,890,1037,864,1037
896,999,980,999,980,1050,896,1050
1088,999,1133,999,1133,1044,1088,1044
1127,999,1165,999,1165,1044,1127,1044
1153,992,1249,992,1249,1050,1153,1050
1274,999,1396,999,1396,1044,1274,1044
237,999,326,999,326,1050,237,1050
512,1005,550,1005,550,1044,512,1044
672,1005,749,1005,749,1050,672,1050
1044,1005,1088,1005,1088,1044,1044,1044
1236,999,1281,999,1281,1044,1236,1044
779,1082,940,1073,943,1120,782,1129
935,1076,999,1076,999,1120,935,1120
1037,1069,1127,1069,1127,1120,1037,1120
1204,1076,1319,1076,1319,1127,1204,1127
243,1082,288,1082,288,1127,243,1127
275,1076,326,1076,326,1127,275,1127
320,1082,365,1082,365,1127,320,1127
358,1082,461,1082,461,1127,358,1127
467,1082,595,1082,595,1127,467,1127
589,1082,634,1082,634,1120,589,1120
627,1082,730,1082,730,1127,627,1127
736,1082,781,1082,781,1120,736,1120
1005,1082,1050,1082,1050,1120,1005,1120
1120,1082,1210,1082,1210,1120,1120,1120
1325,1082,1357,1082,1357,1120,1325,1120
1357,1082,1402,1082,1402,1120,1357,1120
435,1153,480,1153,480,1197,435,1197
704,1153,826,1153,826,1204,704,1204
819,1153,980,1153,980,1204,819,1204
973,1153,1095,1153,1095,1204,973,1204
1236,1153,1287,1153,1287,1197,1236,1197
1287,1153,1319,1153,1319,1197,1287,1197
1319,1153,1402,1153,1402,1197,1319,1197
237,1153,403,1153,403,1204,237,1204
390,1153,441,1153,441,1204,390,1204
480,1159,518,1159,518,1204,480,1204
512,1153,634,1153,634,1204,512,1204
627,1153,678,1153,678,1204,627,1204
1088,1153,1133,1153,1133,1197,1088,1197
1127,1159,1178,1159,1178,1197,1127,1197
1197,1229,1402,1229,1402,1274,1197,1274
243,1236,403,1236,403,1287,243,1287
397,1236,441,1236,441,1287,397,1287
550,1236,749,1236,749,1281,550,1281
736,1229,864,1229,864,1281,736,1281
851,1229,903,1229,903,1281,851,1281
890,1229,941,1229,941,1281,890,1281
935,1236,1056,1236,1056,1281,935,1281
1050,1229,1114,1229,1114,1281,1050,1281
1114,1229,1165,1229,1165,1281,1114,1281
1159,1236,1204,1236,1204,1274,1159,1274
512,1242,550,1242,550,1281,512,1281
281,1313,441,1313,441,1357,281,1357
518,1313,634,1313,634,1357,518,1357
621,1306,672,1306,672,1357,621,1357
666,1313,755,1313,755,1357,666,1357
749,1313,787,1313,787,1357,749,1357
787,1313,871,1313,871,1357,787,1357
871,1313,909,1313,909,1357,871,1357
903,1313,1005,1313,1005,1357,903,1357
1012,1313,1101,1313,1101,1357,1012,1357
1088,1306,1217,1306,1217,1357,1088,1357
1204,1306,1261,1306,1261,1357,1204,1357
237,1319,288,1319,288,1357,237,1357
474,1319,518,1319,518,1357,474,1357
467,1383,557,1383,557,1434,467,1434
544,1383,768,1383,768,1434,544,1434
787,1390,871,1390,871,1434,787,1434
858,1383,1140,1383,1140,1434,858,1434
1127,1383,1300,1383,1300,1434,1127,1434
1293,1390,1377,1390,1377,1434,1293,1434
326,1396,365,1396,365,1434,326,1434
365,1396,403,1396,403,1434,365,1434
397,1396,480,1396,480,1441,397,1441
320,1466,441,1466,441,1518,320,1518
435,1466,499,1466,499,1511,435,1511
512,1466,544,1466,544,1511,512,1511
544,1466,711,1466,711,1518,544,1518
736,1466,896,1466,896,1518,736,1518
883,1460,973,1460,973,1518,883,1518
960,1460,1044,1460,1044,1511,960,1511
1050,1466,1082,1466,1082,1505,1050,1505
1076,1460,1204,1460,1204,1511,1076,1511
1191,1460,1325,1460,1325,1511,1191,1511
1313,1460,1402,1460,1402,1511,1313,1511
